casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2,sci_issues7,sci_irt7
5943,2,1,1,0,1,1,1,0,9999,9999,9999,9999,9999,41.14,9999,9999,9999,9999,9999,9999,NA,NA
3368,2,1,1,0,0,1,0,0,0,0,0,0,0,43,38.52,9999,9999,9999,9999,9999,NA,NA
4614,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,58.31,9999,9999,9999,9999,9999,9999,NA,NA
5464,2,1,0,0,0,0,0,0,0,0,1,0,0,51.7,67.27,9999,1,1,1,1,NA,NA
4944,2,0,1,0,1,0,0,0,0,0,0,0,0,9999,42.92,40.81,9999,9999,9999,9999,NA,NA
1964,2,0,1,1,1,1,0,1,1,0,1,1,1,34.87,60.22,9999,9999,9999,9999,9999,NA,NA
6048,2,0,1,0,0,0,0,1,9999,9999,9999,9999,9999,45.49,9999,9999,9999,9999,9999,9999,NA,NA
5913,2,0,1,1,1,1,0,0,0,0,0,0,0,51.04,63.22,70.37,9999,9999,0.67,0,NA,NA
1615,2,0,0,1,0,0,0,0,1,0,0,1,1,38.66,47.56,9999,0.67,0,0.33,0,NA,NA
6875,2,0,0,0,0,0,0,0,1,1,1,1,1,43.56,66.19,9999,1,1,1,1,NA,NA
4842,2,1,0,1,0,1,0,0,0,0,0,0,0,49.02,58.44,9999,9999,9999,9999,9999,NA,NA
4058,2,1,1,0,0,0,0,1,1,1,1,1,0,35.03,46.97,9999,9999,9999,9999,9999,NA,NA
3710,2,1,0,0,0,1,0,0,0,0,1,1,0,44.84,65.65,9999,1,1,1,1,NA,NA
5273,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,37.25,9999,9999,9999,9999,9999,9999,NA,NA
4975,2,1,0,0,0,0,0,0,1,0,0,0,0,9999,63.3,9999,0,0,0,0,NA,NA
4518,2,0,1,1,0,0,1,0,0,0,0,0,0,35.32,33.1,9999,9999,9999,9999,9999,NA,NA
4339,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,37.56,9999,9999,9999,9999,9999,9999,NA,NA
3217,2,0,0,0,0,0,0,0,0,0,1,1,0,9999,71.42,9999,9999,9999,9999,9999,NA,NA
1359,2,0,1,1,1,1,1,1,1,1,1,1,1,9999,77.36,88.5,0.67,0,0.89,0,NA,NA
4678,2,0,1,1,0,0,1,1,1,0,1,0,0,31,67.78,9999,0.67,0,0.78,0,NA,NA
3547,2,1,1,1,0,0,0,0,1,1,1,1,1,39.35,9999,9999,9999,9999,9999,9999,NA,NA
5094,2,0,0,0,0,1,0,1,1,0,1,0,0,58.22,79.98,9999,1,1,1,1,NA,NA
4869,2,0,0,9999,9999,9999,9999,9999,0,0,0,0,0,38.5,67.31,63.37,0,0,0.29,0,NA,NA
4025,2,0,1,1,0,1,9999,1,1,1,1,0,0,51.95,9999,68.71,0.67,0,0.67,0,NA,NA
1039,2,1,1,1,0,0,0,0,0,0,0,0,0,34.89,33.37,9999,9999,9999,9999,9999,NA,NA
1769,2,1,1,0,1,1,0,0,1,1,1,0,0,9999,9999,9999,1,1,1,1,NA,NA
5035,2,1,0,0,0,0,0,0,1,1,1,1,1,9999,71.38,9999,1,1,1,1,NA,NA
6524,2,1,0,0,0,0,0,0,1,1,1,0,0,34.93,9999,9999,9999,9999,9999,9999,NA,NA
6698,2,1,0,0,0,0,0,0,1,0,0,0,0,35.43,63.33,9999,1,1,1,1,NA,NA
5490,2,1,1,9999,9999,9999,9999,9999,1,1,1,0,0,49.39,68.04,72.47,0.67,0,0.89,0,NA,NA
2365,2,1,0,1,0,1,0,0,1,1,1,0,1,9999,81.16,9999,1,1,1,1,NA,NA
1129,2,0,0,1,0,1,0,1,1,0,1,1,0,40.34,61.15,9999,9999,9999,9999,9999,NA,NA
3862,2,1,0,9999,9999,9999,9999,9999,1,0,1,1,1,49.44,9999,9999,1,1,1,1,NA,NA
6374,2,1,0,1,1,1,1,1,1,0,1,0,0,55.82,61.83,9999,1,1,1,1,NA,NA
1919,2,0,0,1,0,1,1,0,1,1,0,1,1,57.94,75.64,9999,1,1,1,1,NA,NA
6474,2,0,0,0,0,1,0,0,1,1,1,1,1,61.6,78.78,9999,1,1,1,1,NA,NA
1921,2,1,0,1,0,1,0,0,1,0,0,0,1,59.72,70.31,9999,1,1,1,1,NA,NA
5161,2,0,0,1,1,0,0,0,0,0,0,0,0,40.15,73.6,9999,1,1,1,1,NA,NA
6422,2,0,0,1,1,1,1,1,1,0,0,0,0,55.85,50.95,9999,9999,9999,9999,9999,NA,NA
4157,2,1,0,0,9999,0,0,0,0,0,0,0,0,45.82,64.35,69.19,0.67,0,0.44,0,NA,NA
6207,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,35.7,9999,9999,9999,9999,9999,9999,NA,NA
3268,2,1,0,1,0,1,1,1,1,0,0,0,1,74.04,85.43,9999,0.67,0,0.89,0,NA,NA
1410,2,0,0,0,0,0,0,1,1,1,1,1,1,49.95,64.97,9999,0.67,0,0.78,0,NA,NA
2788,2,0,9999,0,0,0,0,0,1,1,1,1,1,61.67,73.47,9999,9999,9999,9999,9999,NA,NA
2904,2,1,0,0,0,0,0,0,1,0,0,0,0,55.66,78.22,9999,0.67,0,0.89,0,NA,NA
1482,2,1,0,1,0,1,0,0,0,0,1,1,1,57.4,67.96,9999,1,1,1,1,NA,NA
2414,2,0,0,0,0,0,0,0,0,0,1,0,0,66.12,68.85,9999,0.67,0,0.78,0,NA,NA
4286,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,58.87,9999,9999,9999,9999,9999,9999,NA,NA
5935,2,1,9999,1,0,0,1,0,0,0,0,0,0,42.1,48.16,41.4,0.33,0,0.11,0,NA,NA
1551,2,1,0,1,1,0,1,1,0,0,0,0,0,51.57,67.52,9999,9999,9999,9999,9999,NA,NA
5968,2,0,0,1,0,0,0,1,1,1,1,1,1,66.58,75.57,9999,1,1,0.89,0,NA,NA
1905,2,1,0,1,0,1,0,0,1,0,1,1,1,54.25,80,9999,1,1,1,1,NA,NA
4505,2,1,0,0,0,0,0,0,0,0,1,0,0,48.61,9999,9999,1,1,1,1,NA,NA
5509,2,1,0,1,0,0,0,0,1,0,0,0,1,60.83,9999,9999,1,1,1,1,NA,NA
1575,2,0,0,0,0,0,0,0,1,1,1,1,1,40.44,50.26,9999,9999,9999,9999,9999,NA,NA
4279,2,1,0,1,1,1,1,1,1,1,1,0,0,51.79,74.64,9999,0.33,0,0.11,0,NA,NA
3213,2,0,9999,1,1,1,1,1,1,1,1,1,1,9999,73.32,81.43,1,1,1,1,NA,NA
2325,2,1,0,1,1,1,0,1,0,0,0,0,0,53.05,9999,9999,1,1,1,1,NA,NA
5805,2,0,9999,1,1,1,1,1,0,1,1,1,0,50.06,72.89,67.49,1,1,0.67,0,NA,NA
1800,2,1,0,1,9999,0,0,0,1,0,0,0,0,63.16,80.82,86.53,0.67,0,0.78,0,NA,NA
3445,2,0,0,1,0,0,0,0,1,0,1,0,1,70.61,87.79,9999,1,1,1,1,NA,NA
5964,2,0,0,1,1,1,1,1,1,1,1,1,1,52.46,60.39,9999,1,1,1,1,NA,NA
2457,2,1,0,0,0,0,0,0,0,0,0,0,0,62.91,73.13,9999,1,1,0.78,0,NA,NA
2387,2,0,9999,1,0,0,0,0,9999,9999,9999,9999,9999,57.41,79.75,9999,0.67,0,0.89,0,NA,NA
2209,2,1,0,1,0,0,0,1,0,0,1,0,0,57.51,72.96,9999,9999,9999,9999,9999,NA,NA
2776,2,0,0,0,1,1,0,0,1,1,1,1,1,32.8,9999,9999,1,1,1,1,NA,NA
6044,2,1,0,0,0,9999,0,0,0,0,1,0,0,61.99,66.46,9999,0,0,0,0,NA,NA
3479,2,0,9999,1,1,1,1,1,0,0,1,0,0,53.32,72.54,9999,9999,9999,9999,9999,NA,NA
2792,2,1,0,0,0,1,0,0,0,0,0,0,0,65.79,84.97,9999,0.5,0,0.88,0,NA,NA
2576,2,1,0,0,0,0,0,0,0,0,0,0,0,57.4,76.44,9999,0,0,0,0,NA,NA
6083,2,0,0,1,1,1,1,1,1,0,1,0,0,44,42.73,9999,0,0,0,0,NA,NA
2447,2,1,0,1,0,0,0,0,0,0,0,0,0,52.22,68.91,9999,1,1,1,1,NA,NA
5986,2,0,0,1,0,0,0,0,0,0,0,0,0,69.77,84.17,9999,1,1,1,1,NA,NA
6685,2,0,0,1,1,1,1,1,1,1,0,0,9999,35.56,40.25,9999,1,1,1,1,NA,NA
2858,2,1,0,0,0,0,0,0,0,0,0,0,0,56.12,9999,9999,0.67,0,0.56,0,NA,NA
4454,2,1,0,1,0,1,0,1,1,0,1,0,0,67.72,9999,9999,1,1,1,1,NA,NA
2199,2,1,0,0,1,1,0,1,1,1,1,0,0,58.05,74.64,9999,9999,9999,9999,9999,NA,NA
1473,2,1,0,1,1,1,1,1,0,0,0,0,0,61.73,76.12,9999,1,1,0.89,0,NA,NA
3500,2,0,0,0,0,0,0,0,0,0,0,1,1,54.63,9999,9999,0.67,0,0.67,0,NA,NA
3203,2,0,0,1,1,1,0,0,0,0,0,0,0,50.38,73.96,9999,1,1,1,1,NA,NA
3583,2,1,1,1,9999,1,0,1,1,1,1,1,1,47.83,63.34,70.33,1,1,1,1,NA,NA
4922,2,1,0,1,1,1,1,1,0,0,0,1,0,45.48,65.28,9999,0.33,0,0.67,0,NA,NA
1764,2,0,9999,1,1,1,1,1,0,0,0,0,0,9999,9999,70.37,0.67,0,0.67,0,NA,NA
3174,2,0,1,1,0,0,0,0,1,0,1,1,1,43.92,51.43,9999,0,0,0,0,NA,NA
5598,2,1,0,1,1,1,0,1,1,0,0,0,0,42.32,9999,9999,1,1,1,1,NA,NA
2228,2,0,0,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,34.74,34.96,9999,9999,9999,9999,9999,NA,NA
2609,2,1,0,1,0,0,0,0,0,0,1,0,0,52.04,62.09,9999,1,1,1,1,NA,NA
1883,2,0,9999,1,1,1,0,0,9999,9999,9999,9999,9999,38.79,9999,9999,9999,9999,9999,9999,NA,NA
6107,2,0,9999,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
2870,2,0,0,1,0,0,1,1,1,0,0,0,0,46.5,54.11,9999,9999,9999,9999,9999,NA,NA
5036,2,1,0,1,0,0,1,0,1,1,1,1,1,31.23,9999,33.32,1,1,0.25,0,NA,NA
2867,2,0,0,0,1,1,1,1,1,1,1,1,1,46.1,63.59,9999,1,1,1,1,NA,NA
6526,2,0,0,1,1,0,0,0,0,0,0,0,0,53.01,9999,9999,1,1,1,1,NA,NA
4254,2,1,1,1,0,0,0,1,1,1,1,1,1,41.69,44.3,9999,1,1,1,1,NA,NA
5394,2,0,0,0,0,1,1,1,1,0,0,0,0,50.69,68.41,9999,0.5,0,0.86,0,NA,NA
2391,2,1,1,0,1,0,0,1,1,1,1,1,1,50.61,67.96,9999,1,1,1,1,NA,NA
2986,2,1,1,1,9999,1,1,1,9999,9999,9999,9999,9999,40.05,9999,9999,0,0,0,0,NA,NA
6820,2,0,0,1,0,1,1,1,0,0,0,0,0,40.1,9999,9999,1,1,1,1,NA,NA
4311,2,0,9999,1,1,0,1,0,9999,9999,9999,9999,9999,34.54,9999,9999,9999,9999,9999,9999,NA,NA
1138,2,0,9999,1,0,0,0,0,0,0,0,0,0,41.94,9999,9999,9999,9999,9999,9999,NA,NA
4332,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,46.32,9999,9999,9999,9999,9999,9999,NA,NA
1380,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,41.85,9999,9999,9999,9999,9999,9999,NA,NA
6824,2,0,1,1,1,1,1,1,1,0,0,0,0,47.99,9999,9999,1,1,0.89,0,NA,NA
6346,2,0,0,1,0,1,1,1,0,0,0,0,1,53.29,59.03,9999,0.67,0,0.89,0,NA,NA
3920,2,0,1,0,1,0,0,1,0,0,0,0,0,46.68,49.29,9999,9999,9999,9999,9999,NA,NA
1890,2,0,1,1,0,0,0,0,1,0,0,0,0,39.22,31.9,9999,0,0,0,0,NA,NA
6453,2,0,0,0,0,0,1,0,9999,9999,9999,9999,9999,31.02,9999,9999,9999,9999,9999,9999,NA,NA
1576,2,1,9999,1,0,0,0,0,1,1,1,1,1,44.84,60.06,35.71,0.33,0,0.78,0,NA,NA
3466,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,41.46,9999,9999,9999,9999,9999,9999,NA,NA
3614,2,0,0,1,1,1,1,1,0,1,1,0,0,49.74,59.48,9999,9999,9999,9999,9999,NA,NA
6287,2,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
1634,2,1,1,0,0,0,0,0,0,0,0,0,0,44.34,54.83,9999,1,1,1,1,NA,NA
2956,2,0,0,1,1,1,0,0,0,0,0,0,0,56.38,64.38,9999,1,1,1,1,NA,NA
2583,2,0,1,1,0,0,1,1,1,0,1,1,0,45.5,69.08,9999,0.67,0,0.89,0,NA,NA
3800,2,1,0,9999,9999,1,1,1,1,0,0,0,0,38.12,41.36,9999,1,1,1,1,NA,NA
3929,2,0,0,1,1,0,0,1,1,0,0,1,1,33.4,34.05,9999,1,1,1,1,NA,NA
5716,2,1,0,1,1,1,0,0,0,0,0,0,0,39.79,50.95,9999,0.33,0,0.78,0,NA,NA
4752,2,1,1,1,0,0,1,1,0,0,0,1,1,39.75,46.39,9999,9999,9999,9999,9999,NA,NA
3295,2,0,0,1,0,1,0,0,1,0,0,1,1,40.81,32.6,9999,1,1,1,1,NA,NA
5814,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,48.12,9999,9999,1,1,1,1,NA,NA
1316,2,0,1,1,1,1,1,1,0,0,0,0,0,35.58,51.47,9999,1,1,1,1,NA,NA
3892,2,0,9999,1,0,0,0,0,1,1,1,1,0,56.22,68.79,63.4,0.33,0,0.78,0,NA,NA
4381,2,0,1,1,1,1,1,1,0,1,0,0,0,39,48.51,9999,9999,9999,9999,9999,NA,NA
2189,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,56.74,9999,83.83,1,1,0.67,0,NA,NA
4567,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,61.73,9999,9999,9999,9999,9999,9999,NA,NA
4165,2,1,0,1,0,0,0,0,1,9999,0,0,0,59.18,75.38,9999,0.67,0,0.67,0,NA,NA
4020,2,0,0,0,0,9999,0,0,0,1,1,1,1,35.14,52.8,9999,9999,9999,9999,9999,NA,NA
4466,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,47.53,9999,9999,0,0,0,0,NA,NA
1713,2,1,1,0,0,1,0,1,9999,9999,9999,9999,9999,48.85,9999,9999,9999,9999,9999,9999,NA,NA
6479,2,0,1,1,1,0,1,1,0,0,0,0,0,34.75,58.03,9999,9999,9999,9999,9999,NA,NA
6722,2,1,0,1,1,0,0,0,0,0,0,0,0,65.93,82.91,9999,9999,9999,9999,9999,NA,NA
4969,2,1,0,0,1,1,1,1,1,0,1,1,1,41.89,9999,46.9,0.5,0,0.86,0,NA,NA
6051,2,1,0,1,0,1,1,1,1,0,1,1,1,68.47,87.58,9999,1,1,0.89,0,NA,NA
1527,2,0,0,1,1,1,1,1,1,0,1,1,1,57.22,73.42,9999,0.67,0,0.78,0,NA,NA
4266,2,1,0,1,0,0,0,0,0,1,1,0,0,74.03,95.26,9999,9999,9999,1,1,NA,NA
3805,2,0,0,1,1,1,1,1,1,1,1,1,1,51.29,9999,9999,1,1,0.88,0,NA,NA
4411,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,36.46,9999,9999,1,1,1,1,NA,NA
3440,2,0,0,1,0,1,1,1,9999,9999,9999,9999,9999,62.45,9999,72.2,1,1,1,1,NA,NA
3679,2,0,0,1,0,1,1,1,1,1,1,1,0,45.91,9999,9999,9999,9999,9999,9999,NA,NA
1285,2,1,0,1,0,0,0,1,1,0,0,0,0,61.48,9999,9999,9999,9999,9999,9999,NA,NA
1443,2,1,0,1,0,1,0,1,0,1,0,0,1,63.03,85.79,9999,0,0,0,0,NA,NA
2352,2,1,0,0,1,0,0,0,1,0,1,0,0,65.53,79.92,9999,0.67,0,0.78,0,NA,NA
2626,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,45.63,9999,9999,9999,9999,9999,9999,NA,NA
4457,2,1,0,0,0,0,0,0,0,1,0,0,0,49.06,9999,9999,1,1,1,1,NA,NA
5644,2,0,0,0,1,0,0,1,0,1,1,1,1,53.33,9999,9999,9999,9999,9999,9999,NA,NA
2897,2,1,0,1,1,0,0,0,1,1,1,0,1,44.53,9999,44.44,0,0,0.75,0,NA,NA
1994,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,53.99,9999,9999,9999,9999,9999,9999,NA,NA
3595,2,1,0,0,0,0,0,0,1,1,1,1,1,51.18,66.76,9999,9999,9999,9999,9999,NA,NA
6763,2,0,0,1,0,0,0,0,0,0,0,0,0,65.57,9999,9999,1,1,1,1,NA,NA
2311,2,0,1,1,9999,0,1,1,9999,9999,9999,9999,9999,35.56,9999,9999,9999,9999,9999,9999,NA,NA
5301,2,0,0,1,1,1,1,1,1,1,1,1,1,43.37,63.22,9999,0.67,0,0.78,0,NA,NA
2779,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,59.85,9999,9999,1,1,1,1,NA,NA
6030,2,0,0,1,0,1,0,1,1,0,1,1,0,61.04,76.09,9999,0.67,0,0.89,0,NA,NA
3454,2,0,0,0,0,0,0,0,1,1,1,1,1,63.83,9999,9999,1,1,0.89,0,NA,NA
4127,2,0,1,0,1,1,1,1,0,9999,0,1,0,37.4,37.94,9999,9999,9999,9999,9999,NA,NA
1740,2,1,0,1,0,1,0,0,0,0,0,0,1,49.61,66.53,9999,9999,9999,9999,9999,NA,NA
2710,2,0,0,1,0,1,1,1,1,1,1,1,1,49.85,9999,9999,9999,9999,9999,9999,NA,NA
2125,2,1,1,0,0,9999,0,0,1,0,0,0,0,48.56,41.69,52.28,1,1,1,1,NA,NA
1126,2,1,0,0,0,0,1,1,9999,9999,9999,9999,9999,62.99,9999,9999,9999,9999,9999,9999,NA,NA
4755,2,1,0,1,0,0,1,0,9999,9999,9999,9999,9999,40.68,9999,43.64,0.33,0,0.44,0,NA,NA
3740,2,1,0,0,1,9999,0,0,1,0,0,0,0,51.69,66.85,65.68,0.33,0,0.56,0,NA,NA
5236,2,0,0,1,0,0,1,1,1,0,0,1,1,48.62,9999,9999,0.5,0,0.71,0,NA,NA
2490,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,64.71,9999,9999,1,1,1,1,NA,NA
5545,2,1,0,0,0,0,0,0,0,1,9999,1,0,62.11,72.67,9999,1,1,1,1,NA,NA
1004,2,1,9999,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
6627,2,1,1,1,0,1,1,1,0,9999,0,0,0,40.44,9999,9999,1,1,1,1,NA,NA
2643,2,1,0,1,9999,1,0,1,1,0,1,0,0,59.14,60.61,9999,1,1,0.89,0,NA,NA
1720,2,1,0,1,1,1,1,1,1,1,1,1,1,51.14,9999,9999,9999,9999,9999,9999,NA,NA
2441,2,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,59.26,9999,9999,1,1,1,1,NA,NA
6504,2,0,0,1,0,0,0,0,1,0,0,0,0,37.26,66.38,9999,1,1,1,1,NA,NA
1598,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,44.7,9999,9999,9999,9999,9999,9999,NA,NA
6041,2,1,0,1,1,0,1,1,0,0,0,0,0,38.42,62.81,9999,0.67,0,0.78,0,NA,NA
5256,2,0,0,0,0,0,0,0,0,0,0,0,0,59.4,71.29,9999,0,0,0,0,NA,NA
3259,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,57.32,9999,9999,1,1,1,1,NA,NA
1512,2,0,0,1,1,0,0,0,1,1,1,1,1,66.08,85.04,9999,1,1,1,1,NA,NA
6586,2,1,1,0,0,1,0,1,0,1,1,1,1,41.15,48.21,9999,1,1,0.71,0,NA,NA
5636,2,0,0,0,0,0,0,0,0,0,0,0,0,57.74,9999,9999,1,1,1,1,NA,NA
5756,2,1,1,1,0,0,0,1,9999,9999,9999,9999,9999,34.83,9999,9999,9999,9999,9999,9999,NA,NA
4071,2,1,0,0,0,0,0,0,0,0,0,0,0,67.1,84.89,9999,1,1,1,1,NA,NA
3487,2,1,0,0,0,0,0,0,0,0,0,0,0,53.49,59.01,9999,1,1,1,1,NA,NA
1903,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,37.2,46.17,9999,1,1,1,1,NA,NA
1134,2,0,0,1,1,1,1,1,1,0,1,0,1,62.94,69.29,9999,1,1,1,1,NA,NA
1186,2,0,1,1,1,0,0,0,9999,9999,9999,9999,9999,44.63,9999,9999,9999,9999,9999,9999,NA,NA
5668,2,0,0,1,0,0,0,0,1,0,1,1,1,66.47,87.07,9999,1,1,0.33,0,NA,NA
1803,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,35.17,9999,9999,9999,9999,9999,9999,NA,NA
1832,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,34.81,9999,9999,1,1,1,1,NA,NA
3147,2,1,0,0,0,0,0,0,1,0,1,1,1,50.16,62.03,9999,9999,9999,9999,9999,NA,NA
6655,2,1,0,0,0,0,0,0,0,0,0,0,0,59.09,72.6,9999,0.67,0,0.89,0,NA,NA
1797,2,0,0,1,1,0,0,0,9999,9999,9999,9999,9999,34.79,9999,9999,9999,9999,9999,9999,NA,NA
5519,2,0,1,9999,9999,9999,9999,9999,0,0,0,0,0,38.75,9999,9999,1,1,0.25,0,NA,NA
5882,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,45.41,43.25,9999,1,1,1,1,NA,NA
2045,2,0,1,0,0,0,0,0,0,0,0,0,0,58.05,9999,9999,0.67,0,0.78,0,NA,NA
3085,2,1,0,0,0,0,0,0,0,1,1,1,1,57.54,70.47,9999,1,1,1,1,NA,NA
5540,2,1,0,0,0,0,0,1,0,1,1,1,1,62.58,79.53,9999,1,1,1,1,NA,NA
3847,2,0,0,1,1,1,1,1,1,1,1,1,1,53.51,64.41,9999,0.33,0,0.11,0,NA,NA
1618,2,1,0,0,0,0,0,0,1,1,0,1,1,58.44,68.33,9999,0.67,0,0.89,0,NA,NA
4721,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,36.42,9999,44.33,0.5,0,0.75,0,NA,NA
5232,2,0,0,1,1,1,1,1,1,1,1,0,0,49.34,9999,9999,1,1,1,1,NA,NA
3206,2,1,0,1,1,1,1,1,1,1,1,1,1,67.85,79.18,9999,1,1,1,1,NA,NA
2510,2,1,0,0,0,0,0,1,1,0,1,0,1,61.58,72.95,9999,1,1,0.78,0,NA,NA
4179,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,40.34,53.73,9999,9999,9999,9999,9999,NA,NA
3581,2,1,1,1,1,1,0,1,9999,9999,9999,9999,9999,34.3,9999,9999,1,1,1,1,NA,NA
6003,2,1,0,1,1,1,0,1,1,0,1,0,0,46.06,9999,9999,1,1,1,1,NA,NA
3078,2,0,0,0,1,1,1,1,0,0,0,0,0,27.6,39.93,9999,9999,9999,9999,9999,NA,NA
1063,2,0,0,0,0,1,1,1,9999,9999,9999,9999,9999,41.7,9999,9999,9999,9999,9999,9999,NA,NA
4792,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,58.13,9999,9999,9999,9999,9999,9999,NA,NA
5088,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,43.43,9999,9999,9999,9999,9999,9999,NA,NA
3663,2,0,0,1,0,0,0,1,0,0,1,0,0,60.61,75.27,9999,1,1,1,1,NA,NA
2622,2,1,0,0,0,0,1,0,1,1,1,1,1,53.63,67.46,9999,1,1,1,1,NA,NA
6442,2,1,0,0,0,0,0,1,0,0,0,0,0,51.15,58.39,9999,0.67,0,0.89,0,NA,NA
4475,2,1,0,1,0,0,1,0,1,0,1,0,0,49.28,9999,9999,0.33,0,0.56,0,NA,NA
1946,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,59.69,9999,9999,9999,9999,9999,9999,NA,NA
1874,2,1,0,1,1,1,1,1,1,1,1,1,1,62.88,95.26,9999,1,1,1,1,NA,NA
4004,2,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,34.18,9999,9999,9999,9999,9999,9999,NA,NA
4620,2,1,0,0,0,0,1,0,9999,9999,9999,9999,9999,35.94,9999,9999,1,1,0.56,0,NA,NA
1653,2,1,0,0,0,9999,0,0,0,0,1,0,0,51.51,72.27,9999,1,1,1,1,NA,NA
6670,2,0,0,1,1,1,0,0,1,0,9999,1,1,42.47,52.3,60.11,0.33,0,0.22,0,NA,NA
4148,2,0,0,0,0,0,0,0,0,0,1,0,0,52.72,95.26,9999,1,1,0.78,0,NA,NA
3752,2,0,0,1,1,1,1,1,1,1,1,1,1,68.26,77.45,73.1,9999,9999,9999,9999,NA,NA
1660,2,1,0,1,0,1,0,0,1,0,1,0,0,59.88,72.67,9999,9999,9999,9999,9999,NA,NA
6396,2,0,0,1,1,1,1,1,0,1,0,0,1,42.82,71.9,9999,1,1,1,1,NA,NA
1023,2,0,0,1,0,0,0,0,1,1,1,1,0,62.19,77.06,9999,1,1,1,1,NA,NA
1594,2,0,0,1,1,1,1,1,0,0,0,0,0,62.76,59.71,9999,1,1,1,1,NA,NA
2405,2,0,0,1,0,1,0,0,1,0,1,0,0,58.46,75.46,9999,0.67,0,0.67,0,NA,NA
4933,2,1,1,1,0,1,0,1,1,1,0,1,1,62.33,64.78,67.51,9999,9999,9999,9999,NA,NA
1904,2,1,0,1,1,1,1,1,1,0,0,0,0,44.8,9999,9999,1,1,1,1,NA,NA
4482,2,0,1,1,1,0,1,1,9999,9999,9999,9999,9999,56.92,9999,9999,9999,9999,9999,9999,NA,NA
2601,2,1,9999,1,0,1,0,1,9999,9999,9999,9999,9999,46.12,9999,9999,9999,9999,9999,9999,NA,NA
4531,2,1,0,0,0,0,0,0,0,0,0,0,0,46.54,65.07,9999,1,1,1,1,NA,NA
4090,2,0,0,0,0,1,1,0,1,0,1,1,1,36.39,9999,9999,0.33,0,0.78,0,NA,NA
5315,2,0,1,1,1,1,1,0,1,1,1,1,1,54.28,65.49,9999,1,1,0.88,0,NA,NA
1708,2,1,9999,0,0,0,0,0,9999,9999,9999,9999,9999,51.29,9999,9999,1,1,1,1,NA,NA
4361,2,1,0,0,0,0,0,0,0,0,1,0,0,36.23,68.65,9999,0,0,0.44,0,NA,NA
4981,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,36.38,9999,9999,1,1,1,1,NA,NA
1580,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,39.49,9999,9999,9999,9999,9999,9999,NA,NA
6248,2,1,0,0,0,0,0,0,0,0,0,0,0,65.12,83.19,9999,1,1,1,1,NA,NA
6749,2,0,0,0,0,1,0,1,1,1,1,1,1,64.3,67.56,9999,0.67,0,0.67,0,NA,NA
5533,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,58.8,9999,9999,9999,9999,9999,9999,NA,NA
5131,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,37.63,9999,9999,9999,9999,9999,9999,NA,NA
2157,2,1,0,1,0,1,0,1,1,0,1,0,0,48.97,79.73,9999,0,0,0.25,0,NA,NA
6594,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,45.52,9999,9999,0.67,0,0.33,0,NA,NA
